product_id,gender_product,temperature,usage,productDisplayName,city,link
22592,Men,Cold,Casual,Nike Men Red Striped Sweatshirt,Jawa Barat,http://assets.myntassets.com/v1/images/style/properties/7e0a8edd67853e0745b7ad01c6b6ad01_images.jpg
7684,Men,Cold,Sports,Puma Men's Brazil Black Green T-shirt,Jawa Barat,http://assets.myntassets.com/v1/images/style/properties/6253be6918b8608977055d17fe04aea9_images.jpg
53849,Women,Hot,Ethnic,Vishudh Women Black Printed Kurta,Jawa Barat,http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-Blue-Printed-Kurta_5aa78c7a26cb0db7f4967626c96423a1_images.jpg
13440,Men,Hot,Casual,United Colors of Benetton Men Printed Grey Tshirts,Jawa Barat,http://assets.myntassets.com/v1/images/style/properties/0337020dac77b24f9535d0554db46c09_images.jpg
57048,Women,Hot,Casual,Elle Women Blue & Black Dress,Jawa Barat,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Black-Dress_65955f1151c4433edde4691a6768fea0_images.jpg
59965,Women,Cold,Casual,Avirate Black Dress,Jawa Timur,http://assets.myntassets.com/v1/images/style/properties/Avirate-Black-Dress_72727f262875079612f127fe219900d1_images.jpg
7574,Men,Hot,Sports,Nike Men's Blue Polo T-shirt,Jawa Timur,http://assets.myntassets.com/v1/images/style/properties/6f931990c0911a08070491440eab1319_images.jpg
18693,Men,Hot,Casual,Hanes Men Grey Modern Duo Dry Cotton Stretch Trunks,Jawa Timur,http://assets.myntassets.com/v1/images/style/properties/6b2023b35499d01773cb5eab09523380_images.jpg
5294,Women,Hot,Casual,Puma Women's Ess Striped Blue T-shirt,Jawa Timur,http://assets.myntassets.com/v1/images/style/properties/03097952fe4a36428f1905071efedcce_images.jpg
6711,Men,Hot,Casual,Locomotive Men's Round Neck Brown T-shirt,Jawa Timur,http://assets.myntassets.com/v1/images/style/properties/72360977a5ad649206eaf3498ec98daa_images.jpg
54060,Women,Hot,Ethnic,Myntra Women Green Patiala,Jawa Timur,http://assets.myntassets.com/v1/images/style/properties/Myntra-Women-Green-Patiala_7dbaf18c789910c433f021c168c83566_images.jpg
11990,Men,Cold,Casual,Classic Polo Men Stripes Red Tshirts,Jakarta,http://assets.myntassets.com/v1/images/style/properties/9103fe164bce207793bae038b9d18723_images.jpg
34415,Men,Hot,Casual,Myntra Men Soul Rebel Blue T-shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/e131cdb3589c81a8ac25204987f60876_images.jpg
4948,Men,Hot,Casual,Gini and Jony Boy's Kanon White Blue Infant Kidswear,Jakarta,http://assets.myntassets.com/v1/images/style/properties/0aac60de69f913fdfcc6ec61ed64bb8e_images.jpg
39837,Boys,Hot,Casual,Palm Tree Boys Striped Red T-Shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/6e38d2be8a65881f9e0f959f2b3bf754_images.jpg
18940,Men,Cold,Casual,Levi's Men Polo Olive Tshirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/3e3120ea6b14aeb68194d3a3ca0f839b_images.jpg
34238,Men,Hot,Casual,Proline Men Grey Polo T-Shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/d8a12e54ae2f4e53b895164dd046c213_images.jpg
4210,Boys,Hot,Casual,Disney Kids Boy's Blue Mickey Mouse Kidswear,Jakarta,http://assets.myntassets.com/v1/images/style/properties/c488ace119583d86a6f8aad3a413b714_images.jpg
11796,Women,Cold,Ethnic,Vishudh Women Pigment Print Green Kurtas,Jakarta,http://assets.myntassets.com/v1/images/style/properties/b60ae2300b05696716f40cbc612cdf84_images.jpg
5829,Men,Hot,Casual,ADIDAS Men's Prt Blue T-shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/9ab8bea8c42e803bfae2f89cfbe8ffb8_images.jpg
27289,Women,Cold,Ethnic,Mother Earth Women Striped Grey Kurta,Jakarta,http://assets.myntassets.com/v1/images/style/properties/12757717ef090bc742560359f184d8f9_images.jpg
27205,Men,Hot,Casual,Doodle Kids Boy Dark Blue Shorts,Jakarta,http://assets.myntassets.com/v1/images/style/properties/e96e176bfc57ed357fb9ce5725729616_images.jpg
17714,Men,Cold,Casual,Reid & Taylor Men Check Red Shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/2d25f8a6a0c62865e43b4631d59bab5e_images.jpg
22069,Women,Cold,Ethnic,Vishudh Women Printed Red Kurtas,Jakarta,http://assets.myntassets.com/v1/images/style/properties/65db11636ad4d92d5ca7c4e14014ead1_images.jpg
27965,Men,Hot,Casual,Jockey Men Green Innerwear Vest,Jakarta,http://assets.myntassets.com/v1/images/style/properties/4be468b66e01d64c362782199892d612_images.jpg
32629,Men,Hot,Sports,Nike Men Sphere Red Polo T-shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/35402643f87050326aeff39ef33c4bdc_images.jpg
25762,Men,Hot,Formal,Lino Perros Men Red Suspenders,Jakarta,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Men-Red-Suspenders_a4b316cc479c04882f10567178b3b76e_images.jpg
15009,Men,Cold,Sports,ADIDAS Men Blue Jacket,Jakarta,http://assets.myntassets.com/v1/images/style/properties/d987a864f4576a941f7f0c7e25a9989c_images.jpg
38579,Men,Hot,Casual,Nike Men Blue RF Blue T-shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/9fa99d6246ee5ad1516285b3d8bc8130_images.jpg
54611,Men,Hot,Casual,Jockey ELANCE Men Red Briefs 1009,Jakarta,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-Red-Briefs_cd529439fd1ac33e8e382ca32b45887a_images.jpg
52928,Women,Cold,Ethnic,FNF Multi Coloured Sari,Jakarta,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Multi-Coloured-Sari_a356ca525b41421ea980e0542e69cc05_images.jpg
9764,Women,Cold,Sports,Puma Women Wow White Tshirts,Jakarta,http://assets.myntassets.com/v1/images/style/properties/20b31cc5d3eec020a0929ad6ebf8d1a4_images.jpg
19079,Women,Cold,Ethnic,W Women Floral Print Off White Kurta,Jakarta,http://assets.myntassets.com/v1/images/style/properties/f96bc2126a91d536122dc61eba4f1a54_images.jpg
9791,Men,Cold,Casual,Classic Polo Men Ikon Brown Polo Tshirts,Jakarta,http://assets.myntassets.com/v1/images/style/properties/f581372a4f1c4e52d12c350f33090c6c_images.jpg
53416,Women,Cold,Ethnic,Alma Women Navy Blue Printed Kurta,Jakarta,http://assets.myntassets.com/v1/images/style/properties/Alma-Women-Printed-Black-Kurta_92c90b9db3d6933f3c9143555c4d6dbe_images.jpg
12174,Men,Cold,Casual,Basics Men Grey Checked Shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/abb316898f6d9144a156f07fa058e36b_images.jpg
45648,Men,Hot,Casual,Park Avenue Men Basic Brief 1 White Briefs,Jakarta,http://assets.myntassets.com/v1/images/style/properties/Park-Avenue-Men-Basic-Brief-1-White-Briefs_d4e77564d755455755776b5d66f4dccf_images.jpg
7168,Men,Cold,Casual,Scullers Men Scul Blue White Shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/a3f75d10b02a048492fab3c12f1669fb_images.jpg
14084,Men,Cold,Casual,Flying Machine Men Solid Blue Sweaters,Jakarta,http://assets.myntassets.com/v1/images/style/properties/8aff367fa8060d83d07e2787b514583a_images.jpg
34023,Boys,Hot,Casual,Palm Tree Boys Printed Green T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/0e920cd506d955d767b0c3c9f19825e7_images.jpg
29780,Men,Hot,Casual,Basics Men Black Trousers,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/d23c26edc978ff13614ff3035705982d_images.jpg
10361,Men,Cold,Casual,United Colors of Benetton Men Graphic Printed Purple Tshirts,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/7370a4b00de0719702bcaec345c4b3b9_images.jpg
23966,Men,Cold,Casual,Peter England Men Purple Printed T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/617333be9d1dcce2daeca1352a0da33c_images.jpg
15096,Women,Cold,Ethnic,Mother Earth Women Stripes Orange Kurtas,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/a8d6c4765ebbc5ff462a5ac36bfb377b_images.jpg
50585,Men,Hot,Casual,Chromozome Men White Pack of 2 Briefs,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/Chromozome-Men-White-Pack-of-2-Briefs_79b9a0afdc5216e0ff4f28cef6cc1bd5_images.jpg
25380,Men,Hot,Casual,Levis Men Black & Grey Innerwear Vest,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/47d6a94f5dada7000665c7876246bf82_images.jpg
16323,Men,Cold,Casual,Peter England Men Printed Green TShirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/c67b5af647c5dc946f3cb06b08a8f11d_images.jpg
54964,Women,Hot,Casual,Do U Speak Green Women Cream T-Shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Women-Cream-T-Shirt_03fbf7d1a89f426a0e0a97fbf9ed0f18_images.jpg
44884,Men,Hot,Casual,Puma Men Black Striped Polo neck T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/1eb490d86343e5b584b5a91cc1c83c91_images.jpg
2032,Men,Cold,Sports,ADIDAS Men's White Blood T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/76e9ca0fcfcdafef932cd9d084bbb9b2_images.jpg
14024,Men,Cold,Sports,Nike Men Solid Black Shorts,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/cf4f7c2660256514f2d54631a40eb534_images.jpg
18311,Men,Hot,Casual,Wills Lifestyle Men Striped Green Sweater,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/b0ac8dc147af59f12341700e56329109_images.jpg
14988,Men,Cold,Casual,ADIDAS Men Solid Grey Sweatshirts,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/fb3b4c6cf420c952dd12c267443c40ca_images.jpg
20309,Women,Cold,Casual,Jealous 21 Women Solid Grey Sweater,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/e1dda5dca6535144c58353f302a43556_images.jpg
3270,Men,Hot,Casual,Guerrilla Men's Poison Navy Blue T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/545f5b8e06612f3ac7be707bc2b9da24_images.jpg
25372,Men,Hot,Casual,Levis Men Navy Blue Innerwear Vest,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/cd91af70549c04f248a474ed1eb3c501_images.jpg
28031,Men,Hot,Casual,Jockey ELANCE Men Red Elance Brief 1005,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/522330d3deaad128b010ecdf3748f694_images.jpg
50329,Women,Hot,Ethnic,Aurelia Women Teal Kurta,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Teal-Kurta_660ac39e6e1cdcdcad4d8a56345ca77b_images.jpg
28559,Men,Hot,Casual,Nike Men Blow up Red T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/75884ed403445e298785854fe2c9b017_images.jpg
15702,Men,Cold,Casual,Spykar Men Stripes Red Shirts,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/45f056d24a43db32d4bf9a223abfbeea_images.jpg
26898,Women,Hot,Casual,Jealous 21 Women Pink Top,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/cfeb78e3b0dc64acdf804482ff556bb6_images.jpg
6594,Women,Hot,Casual,Spykar Women Day Beach White Top,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/ec879c786e63a8bc04e5a0a2fa6fc284_images.jpg
36257,Men,Hot,Casual,SDL by Sweet Dreams Men Navy Blue & Grey Pyjama Set,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Men-Navy-Blue---Grey-Pyjama-Set_e1334ec7ae2760963a2f051a35802b0d_images.jpg
33234,Men,Hot,Formal,Arrow Men Auto Press Grey Shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Auto-Press-Grey-Shirt_434379543aaf30a53ac1935a9b3a7830_images.jpg
5493,Men,Hot,Casual,Mr.Men Men's Cool Soft Grey T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/8fc51970fdf5ac2216ed08422c352c47_images.jpg
43653,Women,Hot,Casual,ONLY Women Peach Dress,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-Peach-Dress_c555dd93f4f5c013494b4112310b1bc3_images.jpg
59074,Women,Hot,Casual,Peri Peri Women White Bra,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-White-Bra_6a6e8d0c17dab03a550e59b783ba7f03_images.jpg
38828,Women,Hot,Casual,Latin Quarters Women Teal Dress,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/3b4bd0a358b762c7cbba58ffa274900d_images.jpg
8774,Men,Cold,Casual,Indigo Nation Men Blue Check Shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/1d337069f3ea9a0f16738d6f2ffda318_images.jpg
10989,Women,Cold,Casual,Inkfruit Women Mementos Purple Tshirts,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/7205f50c03f7c611827d550adb649eca_images.jpg
59726,Women,Hot,Casual,Avirate Purple & Black Bra,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/Avirate-Purple---Black-Bra_9795ce2182b4aec2ff90e4444f65b2ff_images.jpg
48240,Boys,Hot,Casual,Avengers Boys Yellow Printed T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/bfeb60449c03faed32a42e8d74371044_images.jpg
46021,Women,Hot,Ethnic,Fabindia Women Orange Kurti,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/cb7c67d2f4c52348332af9295125d830_images.jpg
50648,Men,Cold,Casual,Chromozome Men Black Lounge Pants S-4801,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/bc0d970c09048a4f6373a8fd0db19a45_images.jpg
59911,Women,Hot,Ethnic,Diva Women Cream Kurta,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/DIVA-Women-Beige-Kurti_e943d4a86336d6b122ebf8f74818a696_images.jpg
7704,Women,Cold,Casual,Jealous 21 Women's She's Got Attitude Red Top,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/ea0c71db90338ec474b6c908a8f8c4f0_images.jpg
18984,Men,Cold,Casual,ADIDAS Originals Men Purple Polo T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/a5e3a53503cbfe1509b93e99192ac12d_images.jpg
28969,Women,Hot,Ethnic,Biba Women Red Embroidered Churidar Kurta with Dupatta,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/ceacde08cf293c4363c96e6062c2a748_images.jpg
28123,Men,Hot,Casual,Jockey MC Men Pack Of 2Briefs 8003,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/f605a642f91eaf4a37a21379a8d51fec_images.jpg
5845,Men,Hot,Sports,Puma Men's Summer Graphic White T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/53bcac25fe641d1a3462591606e943ab_images.jpg
3761,Men,Hot,Casual,Status Quo Men's Harbour Island White T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/8854afffc21d31c8d034a3b075baa783_images.jpg
3846,Men,Hot,Casual,Wrangler Men's True Wanderer Blue T-shirt,Kepulauan Riau,http://assets.myntassets.com/v1/images/style/properties/d879f48d740cca6999921b15e9c80936_images.jpg
41140,Women,Hot,Casual,Allen Solly Woman White Dress,Jakarta,http://assets.myntassets.com/v1/images/style/properties/1e5fe23f7d530874aa7937f31c77a06d_images.jpg
15995,Men,Cold,Casual,Turtle Check Men Red Shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/22ead706c3d89e691992686aa431a10f_images.jpg
47274,Men,Hot,Casual,FCUK Underwear Men Grey Melange Brief,Jakarta,http://assets.myntassets.com/v1/images/style/properties/334b6cef5f5b64ce83e2300f7bacb663_images.jpg
8496,Women,Cold,Casual,Forever New Women Cappuccino Cream Skirts,Kalimantan Barat,http://assets.myntassets.com/v1/images/style/properties/966b6b903b420dd6862aa2c5f6efcb56_images.jpg
51471,Men,Hot,Casual,Denizen Men Black Jeans,Kalimantan Barat,http://assets.myntassets.com/v1/images/style/properties/6167df36d7973067dab519179e323865_images.jpg
37150,Men,Hot,Casual,Campbell Men Pack of 3 T-shirt,Kalimantan Barat,http://assets.myntassets.com/v1/images/style/properties/cba555986fcd6c909f0f0c8505f0b615_images.jpg
11746,Men,Hot,Casual,Lee Men Yellow Polo T-shirt,Kalimantan Barat,http://assets.myntassets.com/v1/images/style/properties/23f6753b846c171aedf5bdefb698788c_images.jpg
20242,Women,Cold,Casual,Wrangler Women Native Lady Pink T-shirt,Kalimantan Barat,http://assets.myntassets.com/v1/images/style/properties/633ab6d5e80e389ad0150955d65c97a1_images.jpg
56713,Women,Hot,Ethnic,Folklore Women Red Kurta,Kalimantan Barat,http://assets.myntassets.com/v1/images/style/properties/Folklore-Women-Red-Kurta_c8c2762899d782ee2e8fb89cced18ecb_images.jpg
29168,Women,Hot,Casual,United Colors of Benetton Women Peach T-shirt,Lampung,http://assets.myntassets.com/v1/images/style/properties/ada8cad42e1dd6aa3e88a7be73f88d13_images.jpg
26153,Men,Hot,Formal,John Miller Men Striped Black Trousers,Jakarta,http://assets.myntassets.com/v1/images/style/properties/854532498ad602e003ea91df0987671d_images.jpg
42222,Women,Hot,Casual,Sepia Women Grey Tunic,Jakarta,http://assets.myntassets.com/v1/images/style/properties/27c62b70735df34ad548861baf96b0b7_images.jpg
50554,Men,Hot,Casual,Chromozome Men Grey Melange Innerwear T-shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/d97222946364c95c8dde896df958340d_images.jpg
54194,Men,Hot,Casual,Highlander Men Grey Chinos,Jakarta,http://assets.myntassets.com/v1/images/style/properties/7eb1240cfe790ee41ee6e4ed08675330_images.jpg
17941,Men,Cold,Casual,Puma Men Polo Striped Jersey Red Tshirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/66fb9e5cb7ed965a20211ae28d6d3ece_images.jpg
30718,Boys,Hot,Ethnic,Fabindia Boys Red & Beige Angarakha Dhoti Set,Jakarta,http://assets.myntassets.com/v1/images/style/properties/736dfce68489f314c48d2da3bebfa301_images.jpg
4976,Men,Hot,Casual,Gini and Jony Boy's Kent Pack of 3 Infant Tee Kidswear,Jakarta,http://assets.myntassets.com/v1/images/style/properties/f3d93ef074f7d6c531421ef548f2f8be_images.jpg
17171,Men,Cold,Casual,U.S. Polo Assn. Men Checks Grey Shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/2fbc2c1626aeec1c20aa901708158e81_images.jpg
13768,Men,Cold,Formal,Belmonte Men Solid White Shirts,Jakarta,http://assets.myntassets.com/v1/images/style/properties/dd40787c30f13fd6e65d96491ce25a20_images.jpg
27087,Women,Hot,Ethnic,Aneri Women Egyptian Black Kurta,Jakarta,http://assets.myntassets.com/v1/images/style/properties/74f32751e2ddcc6c2c8b46ecd76c76aa_images.jpg
57447,Women,Hot,Casual,Angry Birds Women White T-shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/Angry-Birds-Women-White-T-shirt_39307be336097ee67e4ec557313e224a_images.jpg
33309,Boys,Hot,Casual,Palm Tree Boys Solid Black Jeans,Jakarta,http://assets.myntassets.com/v1/images/style/properties/deca420368a1021daa82c5beed44b3eb_images.jpg
32619,Men,Normal,Sports,Nike Men Legend Poly Black T-shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/559c7e6fa84828f93601ad0a8da7ec09_images.jpg
8348,Boys,Cold,Casual,Doodle Boy's Little Monsters Rocking Rust Kidswear,Jakarta,http://assets.myntassets.com/v1/images/style/properties/1ce1aa6acaffd18fe48745440508e08e_images.jpg
42819,Women,Hot,Casual,Little Miss Intimates Women Navy Blue Brief,Jakarta,http://assets.myntassets.com/v1/images/style/properties/7cbc36f2a4eab21a00cac32a39820ecc_images.jpg
26471,Men,Hot,Casual,Puma Men Classic Graphic  Navy Blue T-shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/43378a85975c3916cc92c5edb33237c9_images.jpg
41800,Women,Hot,Casual,Remanika Women Beige Top,Jakarta,http://assets.myntassets.com/v1/images/style/properties/357fa154d49f42509acc2949646ef415_images.jpg
12791,Men,Cold,Sports,Nike Men Manchester United Red Jerseys,Jakarta,http://assets.myntassets.com/v1/images/style/properties/2659283cd03b93a0642bd1da389c2869_images.jpg
35894,Boys,Hot,Casual,Jungle Book Boys Bagheera Green T-shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/e6b504645f058120a0b13b6d077c73fd_images.jpg
10044,Men,Cold,Casual,Puma Men Ferrari Logo Black Tshirts,Jakarta,http://assets.myntassets.com/v1/images/style/properties/feee09d16daa4bd9f01bb6a87693aa84_images.jpg
40575,Women,Hot,Ethnic,W Women White Kurta,Jakarta,http://assets.myntassets.com/v1/images/style/properties/9457092633ca914aef9c9f572bfb7aa6_images.jpg
27006,Women,Hot,Casual,Jealous 21 Women Washed Navy Blue Jeggings,Jakarta,http://assets.myntassets.com/v1/images/style/properties/003a5eaea4350be5700a6fee2f5f22ad_images.jpg
19098,Women,Cold,Ethnic,Mother Earth Women Embroided Beige Kurta,Jakarta,http://assets.myntassets.com/v1/images/style/properties/5bebf2512fceeffec57996ec993537e3_images.jpg
59819,Men,Hot,Casual,United Colors of Benetton Men Blue Shirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Blue-Shirt_12bd2ec18e8b8aee13a81a69a1dc2d04_images.jpg
4876,Men,Hot,Casual,Levis Kids Boy's Dean White Black Teens Kidswear,Jakarta,http://assets.myntassets.com/v1/images/style/properties/1b3dd396e7d9646e8f4bcefd364cb0a6_images.jpg
43074,Women,Hot,Sports,Nike Womens Black Capris,Jakarta,http://assets.myntassets.com/v1/images/style/properties/22f4c91ec31d7a5f88b2ec29aeaeabf5_images.jpg
57090,Women,Hot,Casual,Elle Women Navy Blue Skirt,Jakarta,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Navy-Blue-Skirt_0c6d1d3a37bb66246ad960395b392934_images.jpg
9652,Men,Cold,Casual,Indigo Nation Men Bling Black Shirts,Jakarta,http://assets.myntassets.com/v1/images/style/properties/b3ebf5d4498a6a64c458755b0f3a7e7c_images.jpg
2114,Women,Cold,Sports,ADIDAS Women Essential Black Candy Pants,Jakarta,http://assets.myntassets.com/v1/images/style/properties/bb3f5599ce410571631e9641b72f0536_images.jpg
26258,Men,Hot,Sports,Proline Men Charcoal Grey Track Pants,Kalimantan Barat,http://assets.myntassets.com/v1/images/style/properties/854b0fb2b548561f633a6450d12438ab_images.jpg
46995,Women,Cold,Ethnic,Shree Women Pink & Blue Kurta,Kalimantan Barat,http://assets.myntassets.com/v1/images/style/properties/781e63b2f37a4c985e951e62f7cb6f61_images.jpg
13502,Men,Cold,Casual,Chimp Men Baloon Boy Blue Tshirts,Kalimantan Barat,http://assets.myntassets.com/v1/images/style/properties/0a923bf3eae57c4fffb4a1478af1ddc6_images.jpg
30497,Women,Hot,Casual,Lovable Women Fiona Rose Pink Bra,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/914f75bd38fc45253840ed044f1f33f0_images.jpg
30551,Men,Cold,Casual,Inkfruit Men Music Evolution Blue T-shirt,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/a894491389bf32bcbcd88bdab397cc3f_images.jpg
2157,Men,Normal,Casual,Basics Men Yellow Polo T-shirt,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/76d33d5f2bd455a410d3fbe9fb440b93_images.jpg
30607,Men,Cold,Sports,Nike Men Charcoal Track Pants,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/13edb93c62415d01c0b2f36cd768d763_images.jpg
25848,Women,Hot,Ethnic,Diva Women Printed Green Kurti,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/ac0238f06731b5d9bfe4e61330289cbb_images.jpg
10685,Women,Cold,Casual,Doodle Girl Little Princess White Tops,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/c78f4b875d7dc5bdb531d3cb7352961d_images.jpg
19115,Men,Hot,Casual,Campbell Men Pack of 3 Solid Tshirts,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/403337702c6d86183a4f4317661cebb2_images.jpg
34583,Women,Hot,Casual,Tonga Women Peach-Coloured Top,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/85b90467ca8e96f98c3cc8bdf7fbc6dc_images.jpg
44311,Men,Hot,Casual,Indian Terrain Men Navy Blue Check Shirt,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/375372ee4c4a976f1a4d974c1b684f34_images.jpg
14075,Men,Cold,Casual,Flying Machine Men Printed White Tshirts,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/e5a014d35f0c87f1897ed440f39a3e62_images.jpg
21382,Men,Cold,Casual,Manchester United Men Solid White Shorts,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/432f00e8e9cd2ca76c210b8a50dc785e_images.jpg
14918,Men,Cold,Casual,Mr. Men Men Mr.Tickel Green Tshirts,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/368a95cc968955043d1da25486c5d18b_images.jpg
13736,Men,Cold,Casual,Belmonte Men Check Red Shirts,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/9f99841d49f14aeda6ba34ece9ee9ac7_images.jpg
34357,Men,Hot,Casual,Myntra Men Blue Prayer T-shirt,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/a8cf80e78aee1949fe0ea5b8ca878fb3_images.jpg
19597,Women,Cold,Casual,United Colors of Benetton Women Printed Magenta Top,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/993d347824efaccadff6de38b53b48f6_images.jpg
23324,Women,Cold,Ethnic,W Women Rust Printed Kurta,Jawa Tengah,http://assets.myntassets.com/v1/images/style/properties/817e128a9b7f6269ec8f47345f5d94a5_images.jpg
51439,Women,Hot,Casual,Myntra Women Grey Top,Papua Barat,http://assets.myntassets.com/v1/images/style/properties/569c50dfbac2a828ae2a8c2863306950_images.jpg
36495,Women,Hot,Ethnic,Folklore Women Printed Green Kurta,Papua Barat,http://assets.myntassets.com/v1/images/style/properties/5dd519e37d05b2825d952d559f7981e4_images.jpg
7761,Men,Cold,Casual,Indigo Nation Men Terrible Things Navy Beige T-shirt,Papua Barat,http://assets.myntassets.com/v1/images/style/properties/f590c59f07aa606bb74cb710e6741492_images.jpg
23153,Men,Cold,Casual,Mark Taylor Men Black Printed T-shirt,Papua Barat,http://assets.myntassets.com/v1/images/style/properties/4daa7124060627f8a18b28d4731d5001_images.jpg
40142,Boys,Hot,Casual,Gini and Jony Boys Core Green T-shirt,Papua Barat,http://assets.myntassets.com/v1/images/style/properties/a23a136477b9feca3e8a629572207c51_images.jpg
22471,Men,Cold,Casual,Timberland Men Red Claremont Shirt,Papua Barat,http://assets.myntassets.com/v1/images/style/properties/0b97ca54270523de21c7125462fe6297_images.jpg
8420,Girls,Cold,Casual,Doodle Girl's Crazy And Funny Pink Kidswear,Papua Barat,http://assets.myntassets.com/v1/images/style/properties/093180fee50206fc8bb3814eef3db6c1_images.jpg
16482,Men,Cold,Casual,Locomotive Men Check Blue Shirt,Papua Barat,http://assets.myntassets.com/v1/images/style/properties/7c375a87e1240e557aa9fcbd8f724f61_images.jpg
